date,department,category,subcategory,amount,currency,cost_type,budget_allocated,variance,variance_pct,approved_by,payment_status,notes
2025-04-10,Sales,Commissions,Commissions,2214,USD,Variable,2544,-330,-13.0,Manager,Paid,Sales - Commissions expense
2025-04-11,Sales,Marketing_Materials,Marketing_Materials,9566,USD,Variable,9823,-257,-2.6,Department_Head,Paid,Sales - Marketing_Materials expense
2025-04-11,Marketing,Advertising,Advertising,7998,USD,Variable,8739,-741,-8.5,CFO,Paid,Marketing - Advertising expense
2025-04-11,IT,Software_Licenses,Subscription,2129,USD,Fixed,2412,-283,-11.7,Manager,Pending,IT - Software_Licenses expense
2025-04-11,Marketing,Digital_Marketing,Digital_Marketing,6931,USD,Fixed,7693,-762,-9.9,Department_Head,Paid,Marketing - Digital_Marketing expense
2025-04-11,Operations,Equipment,Tools,21542,USD,Capital,22762,-1220,-5.4,CFO,Overdue,Operations - Equipment expense
2025-04-11,IT,Cloud_Services,Subscription,2966,USD,Fixed,3028,-62,-2.0,CFO,Pending,IT - Cloud_Services expense
2025-04-12,Operations,Equipment,Machinery,44033,USD,Capital,44090,-57,-0.1,COO,Overdue,Operations - Equipment expense
2025-04-12,Sales,Commissions,Commissions,8141,USD,Fixed,8140,1,0.0,COO,Paid,Sales - Commissions expense
2025-04-12,Operations,Equipment,Machinery,37232,USD,Capital,37363,-131,-0.4,Manager,Pending,Operations - Equipment expense
2025-04-12,HR,Benefits,Benefits,3304,USD,Fixed,3629,-325,-9.0,COO,Pending,HR - Benefits expense
2025-04-12,Logistics,Insurance,Insurance,2017,USD,Variable,2060,-43,-2.1,Department_Head,Approved,Logistics - Insurance expense
2025-04-12,HR,Benefits,Benefits,11017,USD,Variable,12450,-1433,-11.5,Manager,Paid,HR - Benefits expense
2025-04-13,HR,Training,Training,9024,USD,Variable,9703,-679,-7.0,Manager,Paid,HR - Training expense
2025-04-13,IT,Hardware,Hardware,2602,USD,Fixed,2915,-313,-10.7,COO,Paid,IT - Hardware expense
2025-04-13,IT,Support,Support,9764,USD,Fixed,10407,-643,-6.2,CFO,Overdue,IT - Support expense
2025-04-13,Sales,Client_Entertainment,Client_Entertainment,10177,USD,Variable,11361,-1184,-10.4,Department_Head,Paid,Sales - Client_Entertainment expense
2025-04-13,Operations,Equipment,Vehicles,20869,USD,Capital,23160,-2291,-9.9,Manager,Paid,Operations - Equipment expense
2025-04-14,IT,Hardware,Hardware,2578,USD,Variable,2887,-309,-10.7,Manager,Paid,IT - Hardware expense
2025-04-14,Sales,Client_Entertainment,Client_Entertainment,7346,USD,Variable,7394,-48,-0.6,Manager,Paid,Sales - Client_Entertainment expense
2025-04-14,Sales,Marketing_Materials,Marketing_Materials,8176,USD,Variable,8032,144,1.8,Department_Head,Pending,Sales - Marketing_Materials expense
2025-04-15,HR,Salaries,Payroll,78917,USD,Fixed,90468,-11551,-12.8,Manager,Paid,HR - Salaries expense
2025-04-15,IT,Cloud_Services,Subscription,7914,USD,Fixed,8686,-772,-8.9,Department_Head,Paid,IT - Cloud_Services expense
2025-04-15,Logistics,Warehouse_Rent,Warehouse_Rent,3245,USD,Variable,3639,-394,-10.8,Department_Head,Approved,Logistics - Warehouse_Rent expense
2025-04-16,HR,Training,Training,6431,USD,Fixed,7141,-710,-9.9,Department_Head,Paid,HR - Training expense
2025-04-16,Operations,Supplies,Supplies,2189,USD,Variable,2448,-259,-10.6,Manager,Approved,Operations - Supplies expense
2025-04-17,Logistics,Warehouse_Rent,Warehouse_Rent,8227,USD,Variable,8494,-267,-3.1,Department_Head,Paid,Logistics - Warehouse_Rent expense
2025-04-17,IT,Hardware,Hardware,11234,USD,Variable,11330,-96,-0.8,COO,Paid,IT - Hardware expense
2025-04-17,HR,Salaries,Payroll,77500,USD,Fixed,80988,-3488,-4.3,Manager,Paid,HR - Salaries expense
2025-04-17,Marketing,Digital_Marketing,Digital_Marketing,3777,USD,Variable,4011,-234,-5.8,Department_Head,Paid,Marketing - Digital_Marketing expense
2025-04-17,Operations,Supplies,Supplies,4112,USD,Variable,4383,-271,-6.2,CFO,Paid,Operations - Supplies expense
2025-04-17,IT,Hardware,Hardware,1017,USD,Fixed,992,25,2.5,CFO,Overdue,IT - Hardware expense
2025-04-18,Marketing,Advertising,Advertising,3744,USD,Fixed,4251,-507,-11.9,Manager,Approved,Marketing - Advertising expense
2025-04-18,HR,Salaries,Payroll,52214,USD,Fixed,54089,-1875,-3.5,CFO,Paid,HR - Salaries expense
2025-04-18,Sales,Travel,Travel,6437,USD,Fixed,7239,-802,-11.1,Manager,Overdue,Sales - Travel expense
2025-04-18,Sales,Commissions,Commissions,6288,USD,Fixed,6242,46,0.7,Department_Head,Paid,Sales - Commissions expense
2025-04-18,IT,Software_Licenses,Subscription,3251,USD,Fixed,3583,-332,-9.3,Manager,Paid,IT - Software_Licenses expense
2025-04-19,Operations,Equipment,Machinery,40130,USD,Capital,41338,-1208,-2.9,Department_Head,Paid,Operations - Equipment expense
2025-04-19,HR,Training,Training,8771,USD,Variable,9814,-1043,-10.6,COO,Paid,HR - Training expense
2025-04-19,Operations,Utilities,Utilities,8708,USD,Variable,8694,14,0.2,Manager,Paid,Operations - Utilities expense
2025-04-19,Sales,Client_Entertainment,Client_Entertainment,6937,USD,Fixed,7492,-555,-7.4,COO,Pending,Sales - Client_Entertainment expense
2025-04-19,HR,Training,Training,10171,USD,Variable,10892,-721,-6.6,Manager,Paid,HR - Training expense
2025-04-20,Sales,Marketing_Materials,Marketing_Materials,3323,USD,Variable,3347,-24,-0.7,COO,Paid,Sales - Marketing_Materials expense
2025-04-20,HR,Training,Training,2609,USD,Variable,2754,-145,-5.3,COO,Paid,HR - Training expense
2025-04-20,Marketing,Digital_Marketing,Digital_Marketing,3650,USD,Fixed,4008,-358,-8.9,COO,Paid,Marketing - Digital_Marketing expense
2025-04-20,Operations,Supplies,Supplies,11547,USD,Fixed,13232,-1685,-12.7,CFO,Paid,Operations - Supplies expense
2025-04-21,Marketing,Advertising,Advertising,1653,USD,Fixed,1864,-211,-11.3,COO,Paid,Marketing - Advertising expense
2025-04-21,HR,Training,Training,11190,USD,Variable,10643,547,5.1,Department_Head,Paid,HR - Training expense
2025-04-21,IT,Software_Licenses,Subscription,2417,USD,Fixed,2575,-158,-6.1,Manager,Overdue,IT - Software_Licenses expense
2025-04-21,Marketing,Advertising,Advertising,6527,USD,Variable,6228,299,4.8,Department_Head,Paid,Marketing - Advertising expense
2025-04-22,Marketing,Digital_Marketing,Digital_Marketing,3278,USD,Variable,3460,-182,-5.3,CFO,Paid,Marketing - Digital_Marketing expense
2025-04-22,HR,Salaries,Payroll,81017,USD,Fixed,89388,-8371,-9.4,CFO,Paid,HR - Salaries expense
2025-04-22,HR,Recruitment,Recruitment,2661,USD,Fixed,2801,-140,-5.0,COO,Pending,HR - Recruitment expense
2025-04-22,Marketing,Digital_Marketing,Digital_Marketing,7494,USD,Variable,7844,-350,-4.5,CFO,Pending,Marketing - Digital_Marketing expense
2025-04-23,HR,Salaries,Payroll,53482,USD,Fixed,58391,-4909,-8.4,COO,Paid,HR - Salaries expense
2025-04-23,Marketing,Digital_Marketing,Digital_Marketing,1744,USD,Variable,1833,-89,-4.9,COO,Overdue,Marketing - Digital_Marketing expense
2025-04-23,Sales,Marketing_Materials,Marketing_Materials,11829,USD,Variable,12574,-745,-5.9,COO,Approved,Sales - Marketing_Materials expense
2025-04-23,Logistics,Fuel,Diesel,8301,USD,Variable,9034,-733,-8.1,CFO,Paid,Logistics - Fuel expense
2025-04-23,Sales,Travel,Travel,9706,USD,Variable,10428,-722,-6.9,Manager,Paid,Sales - Travel expense
2025-04-23,Operations,Supplies,Supplies,2660,USD,Variable,2770,-110,-4.0,Department_Head,Paid,Operations - Supplies expense
2025-04-24,IT,Software_Licenses,Subscription,3210,USD,Fixed,3168,42,1.3,Department_Head,Paid,IT - Software_Licenses expense
2025-04-24,HR,Training,Training,11861,USD,Fixed,13300,-1439,-10.8,Manager,Paid,HR - Training expense
2025-04-24,HR,Benefits,Benefits,7578,USD,Fixed,8204,-626,-7.6,Department_Head,Paid,HR - Benefits expense
2025-04-24,Sales,Travel,Travel,2909,USD,Variable,2812,97,3.4,COO,Pending,Sales - Travel expense
2025-04-25,HR,Benefits,Benefits,2916,USD,Variable,2950,-34,-1.2,COO,Paid,HR - Benefits expense
2025-04-25,Sales,Client_Entertainment,Client_Entertainment,7397,USD,Fixed,7492,-95,-1.3,Department_Head,Approved,Sales - Client_Entertainment expense
2025-04-25,IT,Software_Licenses,Subscription,7015,USD,Fixed,7009,6,0.1,Manager,Paid,IT - Software_Licenses expense
2025-04-26,IT,Support,Support,11970,USD,Fixed,12268,-298,-2.4,CFO,Paid,IT - Support expense
2025-04-26,Sales,Client_Entertainment,Client_Entertainment,1232,USD,Fixed,1218,14,1.1,COO,Pending,Sales - Client_Entertainment expense
2025-04-26,Marketing,PR,PR,11670,USD,Variable,12709,-1039,-8.2,CFO,Paid,Marketing - PR expense
2025-04-26,HR,Benefits,Benefits,1782,USD,Fixed,1851,-69,-3.7,Manager,Paid,HR - Benefits expense
2025-04-26,HR,Training,Training,6878,USD,Variable,7449,-571,-7.7,COO,Approved,HR - Training expense
2025-04-27,IT,Support,Support,7261,USD,Variable,7537,-276,-3.7,Manager,Approved,IT - Support expense
2025-04-27,Logistics,Fuel,Diesel,8442,USD,Variable,8484,-42,-0.5,COO,Paid,Logistics - Fuel expense
2025-04-27,Logistics,Driver_Salaries,Payroll,76810,USD,Fixed,75345,1465,1.9,CFO,Paid,Logistics - Driver_Salaries expense
2025-04-27,IT,Software_Licenses,Subscription,5219,USD,Fixed,5823,-604,-10.4,COO,Paid,IT - Software_Licenses expense
2025-04-27,Operations,Supplies,Supplies,3969,USD,Variable,3941,28,0.7,COO,Paid,Operations - Supplies expense
2025-04-28,Operations,Supplies,Supplies,11669,USD,Fixed,11504,165,1.4,Department_Head,Paid,Operations - Supplies expense
2025-04-28,Sales,Marketing_Materials,Marketing_Materials,3092,USD,Fixed,3088,4,0.1,COO,Paid,Sales - Marketing_Materials expense
2025-04-28,HR,Salaries,Payroll,76743,USD,Fixed,84057,-7314,-8.7,COO,Approved,HR - Salaries expense
2025-04-28,Logistics,Warehouse_Rent,Warehouse_Rent,4968,USD,Variable,4757,211,4.4,Department_Head,Paid,Logistics - Warehouse_Rent expense
2025-04-28,Marketing,Advertising,Advertising,1629,USD,Fixed,1835,-206,-11.2,COO,Paid,Marketing - Advertising expense
2025-04-29,IT,Hardware,Hardware,5040,USD,Variable,5399,-359,-6.6,Department_Head,Paid,IT - Hardware expense
2025-04-29,Marketing,Events,Events,3256,USD,Variable,3556,-300,-8.4,Manager,Paid,Marketing - Events expense
2025-04-29,Sales,Marketing_Materials,Marketing_Materials,9286,USD,Variable,8832,454,5.1,Department_Head,Paid,Sales - Marketing_Materials expense
2025-04-29,Marketing,Events,Events,10845,USD,Variable,11261,-416,-3.7,CFO,Paid,Marketing - Events expense
2025-04-29,Operations,Equipment,Tools,49153,USD,Capital,49972,-819,-1.6,CFO,Pending,Operations - Equipment expense
2025-04-30,Operations,Contract_Services,Contract_Services,4884,USD,Fixed,4756,128,2.7,Department_Head,Paid,Operations - Contract_Services expense
2025-04-30,Operations,Equipment,Vehicles,30485,USD,Capital,33075,-2590,-7.8,Department_Head,Overdue,Operations - Equipment expense
2025-04-30,Logistics,Fuel,Diesel,11086,USD,Variable,10531,555,5.3,Manager,Pending,Logistics - Fuel expense
2025-04-30,Sales,Marketing_Materials,Marketing_Materials,5605,USD,Variable,5594,11,0.2,CFO,Paid,Sales - Marketing_Materials expense
2025-04-30,Sales,Marketing_Materials,Marketing_Materials,7665,USD,Fixed,7780,-115,-1.5,CFO,Paid,Sales - Marketing_Materials expense
2025-05-01,HR,Benefits,Benefits,3000,USD,Fixed,3318,-318,-9.6,CFO,Pending,HR - Benefits expense
2025-05-01,Marketing,Advertising,Advertising,7361,USD,Variable,7121,240,3.4,CFO,Paid,Marketing - Advertising expense
2025-05-01,IT,Support,Support,8481,USD,Variable,9047,-566,-6.3,CFO,Pending,IT - Support expense
2025-05-01,Logistics,Fuel,Diesel,8651,USD,Variable,8680,-29,-0.3,COO,Paid,Logistics - Fuel expense
2025-05-01,HR,Benefits,Benefits,11065,USD,Variable,11438,-373,-3.3,Department_Head,Paid,HR - Benefits expense
2025-05-02,IT,Cloud_Services,Subscription,3292,USD,Fixed,3426,-134,-3.9,CFO,Pending,IT - Cloud_Services expense
2025-05-02,IT,Support,Support,4823,USD,Variable,5289,-466,-8.8,COO,Paid,IT - Support expense
2025-05-02,IT,Cloud_Services,Subscription,3947,USD,Fixed,3939,8,0.2,CFO,Pending,IT - Cloud_Services expense
2025-05-02,Marketing,Events,Events,8391,USD,Variable,7985,406,5.1,Manager,Paid,Marketing - Events expense
2025-05-03,HR,Benefits,Benefits,7943,USD,Variable,8858,-915,-10.3,COO,Pending,HR - Benefits expense
2025-05-03,Logistics,Warehouse_Rent,Warehouse_Rent,10164,USD,Fixed,10000,164,1.6,CFO,Paid,Logistics - Warehouse_Rent expense
2025-05-03,IT,Software_Licenses,Subscription,6919,USD,Fixed,7918,-999,-12.6,COO,Pending,IT - Software_Licenses expense
2025-05-03,HR,Salaries,Payroll,66636,USD,Fixed,69998,-3362,-4.8,COO,Overdue,HR - Salaries expense
2025-05-03,Operations,Utilities,Utilities,6192,USD,Fixed,6807,-615,-9.0,Department_Head,Paid,Operations - Utilities expense
2025-05-03,Logistics,Driver_Salaries,Payroll,53520,USD,Fixed,51570,1950,3.8,Manager,Approved,Logistics - Driver_Salaries expense
2025-05-04,Marketing,PR,PR,11460,USD,Fixed,11143,317,2.8,Manager,Paid,Marketing - PR expense
2025-05-04,Sales,Client_Entertainment,Client_Entertainment,5575,USD,Variable,5308,267,5.0,CFO,Paid,Sales - Client_Entertainment expense
2025-05-04,Sales,Client_Entertainment,Client_Entertainment,3616,USD,Variable,3641,-25,-0.7,CFO,Paid,Sales - Client_Entertainment expense
2025-05-04,Operations,Contract_Services,Contract_Services,7841,USD,Variable,9005,-1164,-12.9,Manager,Paid,Operations - Contract_Services expense
2025-05-05,Sales,Commissions,Commissions,4387,USD,Fixed,5024,-637,-12.7,COO,Paid,Sales - Commissions expense
2025-05-05,Sales,Client_Entertainment,Client_Entertainment,5661,USD,Fixed,5665,-4,-0.1,CFO,Paid,Sales - Client_Entertainment expense
2025-05-05,Operations,Supplies,Supplies,8714,USD,Fixed,9640,-926,-9.6,CFO,Paid,Operations - Supplies expense
2025-05-05,HR,Salaries,Payroll,77476,USD,Fixed,79628,-2152,-2.7,CFO,Pending,HR - Salaries expense
2025-05-05,IT,Support,Support,8949,USD,Variable,8844,105,1.2,CFO,Approved,IT - Support expense
2025-05-06,Marketing,Events,Events,10265,USD,Fixed,10649,-384,-3.6,CFO,Paid,Marketing - Events expense
2025-05-06,HR,Training,Training,2602,USD,Fixed,2604,-2,-0.1,Manager,Paid,HR - Training expense
2025-05-06,Logistics,Fuel,Gasoline,10626,USD,Variable,10781,-155,-1.4,CFO,Paid,Logistics - Fuel expense
2025-05-06,Sales,Travel,Travel,10676,USD,Fixed,10406,270,2.6,Department_Head,Pending,Sales - Travel expense
2025-05-07,Operations,Equipment,Machinery,16810,USD,Capital,16424,386,2.4,Manager,Approved,Operations - Equipment expense
2025-05-07,Operations,Supplies,Supplies,1031,USD,Fixed,1098,-67,-6.1,Manager,Paid,Operations - Supplies expense
2025-05-07,Logistics,Driver_Salaries,Payroll,58508,USD,Fixed,61639,-3131,-5.1,Department_Head,Paid,Logistics - Driver_Salaries expense
2025-05-08,HR,Benefits,Benefits,4173,USD,Variable,4612,-439,-9.5,CFO,Paid,HR - Benefits expense
2025-05-08,Marketing,Events,Events,8749,USD,Variable,8851,-102,-1.2,COO,Paid,Marketing - Events expense
2025-05-08,Logistics,Maintenance,Maintenance,3938,USD,Variable,3910,28,0.7,Department_Head,Paid,Logistics - Maintenance expense
2025-05-08,HR,Benefits,Benefits,2737,USD,Variable,2838,-101,-3.6,Manager,Paid,HR - Benefits expense
2025-05-08,IT,Cloud_Services,Subscription,5463,USD,Fixed,6073,-610,-10.0,CFO,Approved,IT - Cloud_Services expense
2025-05-08,IT,Software_Licenses,Subscription,2893,USD,Fixed,3319,-426,-12.8,COO,Paid,IT - Software_Licenses expense
2025-05-09,HR,Salaries,Payroll,60624,USD,Fixed,64093,-3469,-5.4,Department_Head,Paid,HR - Salaries expense
2025-05-09,IT,Cloud_Services,Subscription,3548,USD,Fixed,3405,143,4.2,CFO,Pending,IT - Cloud_Services expense
2025-05-09,IT,Support,Support,10317,USD,Fixed,10408,-91,-0.9,CFO,Paid,IT - Support expense
2025-05-09,Operations,Utilities,Utilities,8534,USD,Variable,9738,-1204,-12.4,Manager,Paid,Operations - Utilities expense
2025-05-10,Sales,Marketing_Materials,Marketing_Materials,3264,USD,Fixed,3461,-197,-5.7,Department_Head,Paid,Sales - Marketing_Materials expense
2025-05-10,Operations,Supplies,Supplies,3521,USD,Fixed,3902,-381,-9.8,Manager,Paid,Operations - Supplies expense
2025-05-10,Sales,Marketing_Materials,Marketing_Materials,3922,USD,Variable,4322,-400,-9.3,Manager,Paid,Sales - Marketing_Materials expense
2025-05-10,Marketing,PR,PR,4945,USD,Fixed,4768,177,3.7,Department_Head,Paid,Marketing - PR expense
2025-05-11,IT,Software_Licenses,Subscription,3286,USD,Fixed,3626,-340,-9.4,Department_Head,Paid,IT - Software_Licenses expense
2025-05-11,HR,Salaries,Payroll,52873,USD,Fixed,56049,-3176,-5.7,CFO,Paid,HR - Salaries expense
2025-05-12,Operations,Contract_Services,Contract_Services,6047,USD,Variable,6345,-298,-4.7,CFO,Paid,Operations - Contract_Services expense
2025-05-12,IT,Support,Support,6644,USD,Fixed,6723,-79,-1.2,COO,Pending,IT - Support expense
2025-05-13,Operations,Utilities,Utilities,10204,USD,Fixed,11431,-1227,-10.7,Manager,Paid,Operations - Utilities expense
2025-05-13,IT,Software_Licenses,Subscription,7128,USD,Fixed,7639,-511,-6.7,COO,Paid,IT - Software_Licenses expense
2025-05-13,Marketing,Events,Events,6791,USD,Variable,7716,-925,-12.0,COO,Paid,Marketing - Events expense
2025-05-13,Logistics,Warehouse_Rent,Warehouse_Rent,4816,USD,Variable,5006,-190,-3.8,CFO,Paid,Logistics - Warehouse_Rent expense
2025-05-13,Operations,Contract_Services,Contract_Services,7395,USD,Fixed,8289,-894,-10.8,Manager,Paid,Operations - Contract_Services expense
2025-05-14,Logistics,Warehouse_Rent,Warehouse_Rent,8224,USD,Fixed,8374,-150,-1.8,Manager,Paid,Logistics - Warehouse_Rent expense
2025-05-14,Sales,Travel,Travel,6127,USD,Fixed,6554,-427,-6.5,Department_Head,Approved,Sales - Travel expense
2025-05-14,Operations,Equipment,Machinery,35741,USD,Capital,38803,-3062,-7.9,Department_Head,Paid,Operations - Equipment expense
2025-05-14,IT,Software_Licenses,Subscription,4234,USD,Fixed,4075,159,3.9,Manager,Paid,IT - Software_Licenses expense
2025-05-15,Marketing,Advertising,Advertising,8899,USD,Variable,8460,439,5.2,Manager,Paid,Marketing - Advertising expense
2025-05-15,Logistics,Insurance,Insurance,1852,USD,Variable,1877,-25,-1.3,COO,Approved,Logistics - Insurance expense
2025-05-15,Marketing,Advertising,Advertising,7242,USD,Fixed,7291,-49,-0.7,COO,Approved,Marketing - Advertising expense
2025-05-16,Marketing,Advertising,Advertising,6328,USD,Fixed,6645,-317,-4.8,CFO,Paid,Marketing - Advertising expense
2025-05-16,IT,Support,Support,1451,USD,Variable,1644,-193,-11.7,Manager,Overdue,IT - Support expense
2025-05-16,Logistics,Driver_Salaries,Payroll,80630,USD,Fixed,90524,-9894,-10.9,CFO,Pending,Logistics - Driver_Salaries expense
2025-05-16,Logistics,Driver_Salaries,Payroll,71536,USD,Fixed,71015,521,0.7,CFO,Paid,Logistics - Driver_Salaries expense
2025-05-16,Marketing,Advertising,Advertising,8598,USD,Fixed,9013,-415,-4.6,CFO,Paid,Marketing - Advertising expense
2025-05-16,Logistics,Insurance,Insurance,8376,USD,Fixed,9110,-734,-8.1,CFO,Paid,Logistics - Insurance expense
2025-05-17,Marketing,Advertising,Advertising,8983,USD,Fixed,10107,-1124,-11.1,CFO,Paid,Marketing - Advertising expense
2025-05-17,Sales,Client_Entertainment,Client_Entertainment,3057,USD,Variable,3502,-445,-12.7,COO,Paid,Sales - Client_Entertainment expense
2025-05-17,Operations,Supplies,Supplies,8488,USD,Variable,8401,87,1.0,COO,Pending,Operations - Supplies expense
2025-05-17,Marketing,PR,PR,9146,USD,Variable,8711,435,5.0,Manager,Paid,Marketing - PR expense
2025-05-17,HR,Recruitment,Recruitment,1072,USD,Variable,1027,45,4.4,CFO,Pending,HR - Recruitment expense
2025-05-18,Marketing,PR,PR,2560,USD,Fixed,2654,-94,-3.5,Manager,Overdue,Marketing - PR expense
2025-05-18,Logistics,Maintenance,Maintenance,1877,USD,Fixed,2113,-236,-11.2,Department_Head,Pending,Logistics - Maintenance expense
2025-05-19,HR,Recruitment,Recruitment,2698,USD,Variable,2848,-150,-5.3,Department_Head,Paid,HR - Recruitment expense
2025-05-19,IT,Software_Licenses,Subscription,7247,USD,Fixed,7170,77,1.1,Manager,Pending,IT - Software_Licenses expense
2025-05-19,Logistics,Fuel,Diesel,12504,USD,Variable,12098,406,3.4,COO,Paid,Logistics - Fuel expense
2025-05-19,HR,Benefits,Benefits,2955,USD,Variable,3317,-362,-10.9,CFO,Paid,HR - Benefits expense
2025-05-19,Marketing,Advertising,Advertising,11678,USD,Fixed,11586,92,0.8,Manager,Paid,Marketing - Advertising expense
2025-05-20,HR,Training,Training,1623,USD,Variable,1858,-235,-12.6,Department_Head,Paid,HR - Training expense
2025-05-20,HR,Salaries,Payroll,47247,USD,Fixed,46847,400,0.9,Manager,Paid,HR - Salaries expense
2025-05-20,Operations,Equipment,Tools,43867,USD,Capital,43940,-73,-0.2,Department_Head,Paid,Operations - Equipment expense
2025-05-20,Logistics,Insurance,Insurance,6514,USD,Fixed,6591,-77,-1.2,CFO,Pending,Logistics - Insurance expense
2025-05-20,Sales,Travel,Travel,6699,USD,Variable,6675,24,0.4,Department_Head,Paid,Sales - Travel expense
2025-05-20,Sales,Marketing_Materials,Marketing_Materials,8877,USD,Variable,9880,-1003,-10.2,Manager,Approved,Sales - Marketing_Materials expense
2025-05-21,Marketing,Digital_Marketing,Digital_Marketing,3133,USD,Variable,3080,53,1.7,Department_Head,Pending,Marketing - Digital_Marketing expense
2025-05-21,Marketing,Advertising,Advertising,3645,USD,Variable,4034,-389,-9.6,Manager,Paid,Marketing - Advertising expense
2025-05-21,IT,Support,Support,10439,USD,Variable,11589,-1150,-9.9,COO,Paid,IT - Support expense
2025-05-22,Sales,Travel,Travel,6923,USD,Variable,7541,-618,-8.2,Department_Head,Paid,Sales - Travel expense
2025-05-22,Logistics,Fuel,Gasoline,11516,USD,Variable,13039,-1523,-11.7,Manager,Paid,Logistics - Fuel expense
2025-05-22,Logistics,Driver_Salaries,Payroll,48702,USD,Fixed,48563,139,0.3,Department_Head,Pending,Logistics - Driver_Salaries expense
2025-05-23,Marketing,Events,Events,7922,USD,Fixed,7718,204,2.6,Department_Head,Paid,Marketing - Events expense
2025-05-23,Operations,Utilities,Utilities,8023,USD,Variable,8452,-429,-5.1,COO,Pending,Operations - Utilities expense
2025-05-23,Logistics,Fuel,Gasoline,11177,USD,Variable,11418,-241,-2.1,CFO,Paid,Logistics - Fuel expense
2025-05-24,IT,Software_Licenses,Subscription,3436,USD,Fixed,3307,129,3.9,Manager,Paid,IT - Software_Licenses expense
2025-05-24,Logistics,Fuel,Diesel,13240,USD,Variable,14578,-1338,-9.2,Department_Head,Paid,Logistics - Fuel expense
2025-05-24,HR,Recruitment,Recruitment,3481,USD,Fixed,3899,-418,-10.7,Manager,Paid,HR - Recruitment expense
2025-05-24,Logistics,Insurance,Insurance,7946,USD,Variable,9128,-1182,-12.9,COO,Pending,Logistics - Insurance expense
2025-05-24,IT,Hardware,Hardware,3423,USD,Variable,3592,-169,-4.7,Department_Head,Pending,IT - Hardware expense
2025-05-24,HR,Benefits,Benefits,9748,USD,Variable,9467,281,3.0,COO,Paid,HR - Benefits expense
2025-05-25,Sales,Commissions,Commissions,5538,USD,Fixed,5726,-188,-3.3,Manager,Paid,Sales - Commissions expense
2025-05-25,Operations,Equipment,Vehicles,38378,USD,Capital,43749,-5371,-12.3,Department_Head,Paid,Operations - Equipment expense
2025-05-25,IT,Hardware,Hardware,9573,USD,Fixed,10788,-1215,-11.3,Department_Head,Paid,IT - Hardware expense
2025-05-25,Marketing,Events,Events,4120,USD,Fixed,4451,-331,-7.4,Manager,Paid,Marketing - Events expense
2025-05-26,Sales,Client_Entertainment,Client_Entertainment,10800,USD,Variable,11094,-294,-2.7,Manager,Approved,Sales - Client_Entertainment expense
2025-05-26,Operations,Utilities,Utilities,7221,USD,Variable,7262,-41,-0.6,Manager,Paid,Operations - Utilities expense
2025-05-26,Sales,Marketing_Materials,Marketing_Materials,2242,USD,Variable,2524,-282,-11.2,COO,Paid,Sales - Marketing_Materials expense
2025-05-26,IT,Support,Support,6807,USD,Variable,6531,276,4.2,CFO,Pending,IT - Support expense
2025-05-26,Marketing,Events,Events,3785,USD,Fixed,3681,104,2.8,COO,Paid,Marketing - Events expense
2025-05-26,Marketing,Events,Events,10393,USD,Variable,9969,424,4.3,CFO,Paid,Marketing - Events expense
2025-05-27,Operations,Utilities,Utilities,11409,USD,Variable,13011,-1602,-12.3,Department_Head,Paid,Operations - Utilities expense
2025-05-27,Operations,Utilities,Utilities,2877,USD,Fixed,2786,91,3.3,COO,Pending,Operations - Utilities expense
2025-05-27,HR,Salaries,Payroll,70135,USD,Fixed,71697,-1562,-2.2,Manager,Paid,HR - Salaries expense
2025-05-27,Logistics,Insurance,Insurance,4185,USD,Fixed,4313,-128,-3.0,CFO,Paid,Logistics - Insurance expense
2025-05-27,Marketing,Advertising,Advertising,2076,USD,Variable,2268,-192,-8.5,COO,Paid,Marketing - Advertising expense
2025-05-28,Marketing,Events,Events,7493,USD,Fixed,7574,-81,-1.1,Manager,Paid,Marketing - Events expense
2025-05-28,Marketing,Events,Events,1061,USD,Variable,1170,-109,-9.3,Department_Head,Paid,Marketing - Events expense
2025-05-28,Logistics,Warehouse_Rent,Warehouse_Rent,4299,USD,Variable,4658,-359,-7.7,CFO,Paid,Logistics - Warehouse_Rent expense
2025-05-28,IT,Software_Licenses,Subscription,5290,USD,Fixed,5437,-147,-2.7,Department_Head,Paid,IT - Software_Licenses expense
2025-05-28,IT,Support,Support,1912,USD,Variable,1980,-68,-3.4,Department_Head,Paid,IT - Support expense
2025-05-29,HR,Training,Training,4726,USD,Variable,4773,-47,-1.0,Department_Head,Paid,HR - Training expense
2025-05-29,Logistics,Insurance,Insurance,11447,USD,Fixed,12803,-1356,-10.6,COO,Paid,Logistics - Insurance expense
2025-05-30,Marketing,Advertising,Advertising,10065,USD,Variable,9800,265,2.7,COO,Paid,Marketing - Advertising expense
2025-05-30,Sales,Client_Entertainment,Client_Entertainment,7430,USD,Fixed,7230,200,2.8,COO,Paid,Sales - Client_Entertainment expense
2025-05-30,Marketing,Advertising,Advertising,7449,USD,Variable,7272,177,2.4,Manager,Paid,Marketing - Advertising expense
2025-05-30,Operations,Utilities,Utilities,3498,USD,Variable,3764,-266,-7.1,Manager,Pending,Operations - Utilities expense
2025-05-31,Operations,Equipment,Machinery,42052,USD,Capital,41396,656,1.6,Department_Head,Pending,Operations - Equipment expense
2025-05-31,Marketing,Advertising,Advertising,3877,USD,Fixed,4366,-489,-11.2,COO,Paid,Marketing - Advertising expense
